VBVID,VehicleLenght,VehicleSpeed,VehicleWeight,VehicleAxles,VehicleAxleWeight01,VehicleAxleWeight02,VehicleAxleWeight03,VehicleAxleWeight04,VehicleAxleWeight05,VehicleAxleWeight06,VehicleAxleWeight07,VehicleAxleWeight08,VehicleAxleWeight09,VehicleAxleWeight10,VehicleAxleWeight11,VehileAxelDistance0102,VehileAxelDistance0203,VehileAxelDistance0304,VehileAxelDistance0405,VehileAxelDistance0506,VehileAxelDistance0607,VehileAxelDistance0708,VehileAxelDistance0809,VehileAxelDistance0910,VehileAxelDistance1011
4903952,4700,86,1280,2,780,500,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903953,9100,80,8200,3,2000,2400,3800,0,0,0,0,0,0,0,0,1850,3350,0,0,0,0,0,0,0,0
4903954,4400,88,11400,2,4000,7400,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,0
4903955,22500,88,6700,2,3100,3600,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4903956,4000,123,1580,2,1010,570,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903957,4200,99,1760,2,990,770,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903958,4500,87,770,2,430,340,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903959,4200,99,1300,2,780,520,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903960,4100,104,1050,2,540,510,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903961,4400,92,870,2,480,390,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903962,1600,81,410,2,100,310,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0
4903963,4700,91,3060,2,1470,1590,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,0
4903964,5000,79,5800,2,2500,3300,0,0,0,0,0,0,0,0,0,2850,0,0,0,0,0,0,0,0,0
4903965,4400,99,630,2,360,270,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903966,4300,103,800,2,420,380,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903967,4300,105,1000,2,580,420,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903968,4100,75,1610,2,800,810,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903969,4000,103,520,2,330,190,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903970,4400,100,570,2,380,190,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903971,3800,116,440,2,240,200,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903972,4000,111,890,2,490,400,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903973,4000,111,830,2,510,320,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903974,4100,71,1560,2,860,700,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903975,9100,66,6100,2,2700,3400,0,0,0,0,0,0,0,0,0,5350,0,0,0,0,0,0,0,0,0
4903976,9100,82,15700,3,5100,6100,4500,0,0,0,0,0,0,0,0,5100,1300,0,0,0,0,0,0,0,0
4903977,4100,106,1520,2,880,640,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903978,1600,79,270,2,90,180,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0
4903979,15100,75,24800,5,2700,4000,5300,5900,6900,0,0,0,0,0,0,3550,5350,1200,1200,0,0,0,0,0,0
4903980,4300,103,730,2,380,350,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903981,4100,102,1190,2,710,480,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903982,4300,103,1740,2,1020,720,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903983,4000,64,970,2,580,390,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903984,4100,81,740,2,420,320,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903985,4300,94,1870,2,1100,770,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903986,8900,87,9000,2,2600,6400,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0
4903987,4200,93,560,2,370,190,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903988,4400,97,1040,2,580,460,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903989,17400,71,31000,5,3100,7700,6300,6300,7600,0,0,0,0,0,0,4400,6650,1200,1200,0,0,0,0,0,0
4903990,4100,111,740,2,430,310,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903991,4200,91,1480,2,800,680,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903992,4200,73,1010,2,570,440,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903993,4100,107,740,2,400,340,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903994,4500,114,1690,2,950,740,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903995,21000,67,5200,4,860,2300,1180,860,0,0,0,0,0,0,0,4200,11200,1150,0,0,0,0,0,0,0
4903996,2900,106,1230,2,720,510,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903997,5100,86,4800,2,1500,3300,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0
4903998,4500,86,1880,2,1090,790,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903999,4300,94,1550,2,870,680,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904000,4300,94,1650,2,940,710,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904001,8800,83,14200,3,3700,5600,4900,0,0,0,0,0,0,0,0,4750,1200,0,0,0,0,0,0,0,0
4904002,17700,83,10900,4,2200,4100,2700,1900,0,0,0,0,0,0,0,3450,9450,1250,0,0,0,0,0,0,0
4904003,4000,90,1540,2,860,680,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904004,4500,83,1610,2,980,630,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904005,5500,92,4260,2,2010,2250,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0
4904006,10700,78,13300,3,4200,4900,4200,0,0,0,0,0,0,0,0,5350,1200,0,0,0,0,0,0,0,0
4904007,4400,103,810,2,460,350,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904008,15900,67,32400,6,3800,7500,6200,4500,5400,5000,0,0,0,0,0,3650,1250,5700,1200,1200,0,0,0,0,0
4904009,9700,67,10800,3,3900,3900,3000,0,0,0,0,0,0,0,0,5200,1250,0,0,0,0,0,0,0,0
4904010,8900,81,6800,2,3500,3300,0,0,0,0,0,0,0,0,0,5350,0,0,0,0,0,0,0,0,0
4904011,18600,92,35600,6,3400,6600,4300,9000,7600,4700,0,0,0,0,0,4700,1300,6250,1300,1300,0,0,0,0,0
4904012,4500,74,1440,2,740,700,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904013,4000,90,780,2,510,270,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904014,4100,66,550,2,280,270,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904015,4300,94,750,2,460,290,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904016,16900,72,15800,3,3500,7900,4400,0,0,0,0,0,0,0,0,3500,10100,0,0,0,0,0,0,0,0
4904017,12100,86,10600,2,4300,6300,0,0,0,0,0,0,0,0,0,6750,0,0,0,0,0,0,0,0,0
4904018,4000,87,1460,2,820,640,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904019,4300,88,1040,2,670,370,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904020,13200,85,14200,3,4300,3200,6700,0,0,0,0,0,0,0,0,5800,1450,0,0,0,0,0,0,0,0
4904021,4200,90,1100,2,710,390,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904022,4300,99,1710,2,980,730,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904023,18100,65,14400,4,3800,3600,3900,3100,0,0,0,0,0,0,0,3550,8500,1250,0,0,0,0,0,0,0
4904024,4100,85,1020,2,620,400,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904025,12300,74,6300,3,1800,4300,200,0,0,0,0,0,0,0,0,4200,6500,0,0,0,0,0,0,0,0
4904026,4000,90,1170,2,700,470,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904027,4200,104,850,2,510,340,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904028,4100,87,1030,2,660,370,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904029,3900,98,840,2,470,370,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904030,4200,91,1280,2,670,610,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904031,4200,105,1320,2,730,590,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904032,3900,90,830,2,520,310,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904033,14900,78,11100,4,1900,5300,2300,1600,0,0,0,0,0,0,0,3750,7950,1250,0,0,0,0,0,0,0
4904034,4400,91,1610,2,980,630,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904035,4000,103,690,2,390,300,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0
4904036,9400,85,12100,3,3300,4700,4100,0,0,0,0,0,0,0,0,5300,1350,0,0,0,0,0,0,0,0
4904037,17000,68,12900,5,3700,3200,2000,1800,2200,0,0,0,0,0,0,3550,6650,1250,1250,0,0,0,0,0,0
4904038,4200,104,1810,2,990,820,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904039,4000,87,560,2,340,220,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904040,4000,95,1200,2,760,440,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904041,17500,76,37100,7,3900,5900,5900,4800,5900,5400,5300,0,0,0,0,3650,1200,4400,1200,3100,1200,0,0,0,0
4904042,4200,89,980,2,670,310,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904043,4400,80,11200,2,3300,7900,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,0
4904044,22400,80,7400,2,3400,4000,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0
4904045,4400,90,7100,2,3300,3800,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0
4904046,22200,90,5400,2,3100,2300,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4904047,6800,81,18300,3,4300,7500,6500,0,0,0,0,0,0,0,0,3600,1200,0,0,0,0,0,0,0,0
4904048,4500,84,1380,2,710,670,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904049,4300,80,6800,2,3500,3300,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0
4904050,20600,79,4900,2,2900,2000,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0
4904051,4200,96,1510,2,1000,510,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904052,4000,110,1850,2,1080,770,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904053,4000,123,920,2,470,450,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904054,18000,78,21600,6,3400,4200,3300,3600,3400,3700,0,0,0,0,0,3050,1300,8700,1200,1200,0,0,0,0,0
4904055,4400,98,1180,2,610,570,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904056,9400,80,21500,4,5200,3200,6700,6400,0,0,0,0,0,0,0,2200,2950,1200,0,0,0,0,0,0,0
4904057,15400,71,33400,6,2900,5700,5400,5900,6600,6900,0,0,0,0,0,3650,1250,5100,1250,1200,0,0,0,0,0
4904058,4300,90,1810,2,1050,760,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904059,3700,90,2120,2,1240,880,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904060,4000,110,1130,2,680,450,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904061,4200,96,1150,2,710,440,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904062,4500,76,880,2,460,420,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904063,4600,92,9000,2,5100,3900,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0
4904064,21900,93,7300,2,3800,3500,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4904065,16400,82,14400,3,3200,5700,5500,0,0,0,0,0,0,0,0,4250,7500,0,0,0,0,0,0,0,0
4904066,4500,88,1040,2,590,450,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904067,4500,99,1660,2,970,690,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4904068,4200,97,930,2,540,390,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904069,4100,92,1410,2,700,710,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904070,6100,80,3640,2,2010,1630,0,0,0,0,0,0,0,0,0,3850,0,0,0,0,0,0,0,0,0
4904071,4500,102,1080,2,670,410,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904072,4000,82,970,2,620,350,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904073,4100,67,680,2,390,290,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904074,4400,89,1190,2,730,460,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904075,4300,72,800,2,430,370,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904076,15800,82,40400,6,4600,7300,6100,7800,7800,6800,0,0,0,0,0,3550,1250,5650,1200,1250,0,0,0,0,0
4904077,9700,77,6370,4,1570,1220,1860,1720,0,0,0,0,0,0,0,1900,4550,1200,0,0,0,0,0,0,0
4904078,4500,95,1190,2,670,520,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904079,5800,100,3410,2,1750,1660,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0
4904080,4500,118,1500,2,830,670,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904081,6300,75,9800,2,3000,6800,0,0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0,0,0,0
4904082,3200,84,1390,2,660,730,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904083,12000,53,10600,3,3500,4300,2800,0,0,0,0,0,0,0,0,7000,1250,0,0,0,0,0,0,0,0
4904084,4200,85,1190,2,680,510,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904085,7100,69,8300,2,3600,4700,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0
4904086,10100,85,5200,2,2700,2500,0,0,0,0,0,0,0,0,0,6050,0,0,0,0,0,0,0,0,0
4904087,15100,75,14100,5,5800,2600,1800,2500,1400,0,0,0,0,0,0,4150,1250,6300,1200,0,0,0,0,0,0
4904088,8700,77,10500,2,3200,7300,0,0,0,0,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0
4904089,4200,95,940,2,560,380,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904090,4000,82,1820,2,1070,750,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904091,4100,77,1350,2,700,650,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904092,6800,67,4780,2,2380,2400,0,0,0,0,0,0,0,0,0,4050,0,0,0,0,0,0,0,0,0
4904093,10400,83,6100,2,2400,3700,0,0,0,0,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0
4904094,4300,85,1260,2,760,500,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904095,4000,72,1450,2,850,600,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904096,8600,88,7100,2,3300,3800,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0
4904097,3600,77,550,2,330,220,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904098,4100,110,950,2,480,470,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904099,5200,102,3080,2,1790,1290,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0
4904100,4500,81,1020,2,630,390,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4904101,4500,94,2310,2,1140,1170,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0
4904102,4000,103,940,2,520,420,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904103,18700,87,19400,5,4800,3100,3200,4700,3600,0,0,0,0,0,0,3500,1350,6300,5000,0,0,0,0,0,0
4904104,4400,91,1450,2,870,580,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904105,4500,91,1330,2,850,480,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904106,4100,96,1050,2,610,440,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904107,4300,85,5800,2,3000,2800,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0
4904108,21900,85,6600,2,3500,3100,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4904109,17700,88,32300,6,3800,3900,4200,10200,5400,4800,0,0,0,0,0,3500,1200,4900,2500,2500,0,0,0,0,0
4904110,18500,89,16900,6,1700,4600,1900,2900,2400,3400,0,0,0,0,0,3800,1250,7300,1250,1150,0,0,0,0,0
4904111,16100,77,30000,6,3900,5700,3500,5300,5600,6000,0,0,0,0,0,3700,1250,6200,1200,1250,0,0,0,0,0
4904112,4300,106,2180,2,1140,1040,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904113,18600,74,36100,6,3100,5800,4200,11500,6100,5400,0,0,0,0,0,3400,1250,5300,2450,2400,0,0,0,0,0
4904114,6900,84,7000,2,2600,4400,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0
4904115,4500,86,9400,2,4400,5000,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0
4904116,22100,87,6400,2,3400,3000,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4904117,4500,87,7000,2,3700,3300,0,0,0,0,0,0,0,0,0,3650,0,0,0,0,0,0,0,0,0
4904118,21700,87,4900,2,2200,2700,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4904119,5700,102,4050,2,1700,2350,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0
4904120,3700,102,2120,2,1240,880,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904121,3200,113,3700,2,200,3500,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0
4904122,4200,72,1520,2,910,610,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904123,4400,85,1320,2,880,440,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904124,8100,83,8100,3,2500,2600,3000,0,0,0,0,0,0,0,0,4800,1300,0,0,0,0,0,0,0,0
4904125,4100,91,1070,2,640,430,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904126,4200,69,1210,2,540,670,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904127,1700,101,100,2,40,60,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0
4904128,4500,85,1480,2,870,610,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904129,4200,87,830,2,470,360,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904130,4400,83,1450,2,800,650,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904131,4500,72,970,2,540,430,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0
4904132,11700,47,8100,3,2600,2900,2600,0,0,0,0,0,0,0,0,7100,1350,0,0,0,0,0,0,0,0
4904133,4100,96,760,2,440,320,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904134,8600,69,20900,3,4300,9700,6900,0,0,0,0,0,0,0,0,4800,1200,0,0,0,0,0,0,0,0
4904135,17800,74,20400,5,5800,5700,1700,3400,3800,0,0,0,0,0,0,3450,1300,7500,2400,0,0,0,0,0,0
4904136,14300,83,10300,4,2900,3700,1900,1800,0,0,0,0,0,0,0,3750,7600,1250,0,0,0,0,0,0,0
4904137,15800,84,2400,4,590,700,700,410,0,0,0,0,0,0,0,3800,7650,1250,0,0,0,0,0,0,0
4904138,4200,82,840,2,500,340,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904139,3900,114,750,2,460,290,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904140,4000,99,1000,2,650,350,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904141,4000,99,1480,2,850,630,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904142,4300,103,690,2,420,270,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904143,3800,79,660,2,410,250,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904144,4200,91,860,2,530,330,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904145,9500,85,13400,3,3500,5500,4400,0,0,0,0,0,0,0,0,5200,1200,0,0,0,0,0,0,0,0
4904146,4300,98,670,2,410,260,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904147,4200,99,1320,2,650,670,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904148,4500,98,1880,2,940,940,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904149,4500,93,2040,2,1150,890,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0
4904150,4100,93,540,2,320,220,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904151,4200,94,1290,2,740,550,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904152,4000,106,1170,2,710,460,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904153,3700,83,2020,2,1180,840,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904154,3700,83,2020,2,1180,840,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904155,5900,83,3210,2,980,2230,0,0,0,0,0,0,0,0,0,4700,0,0,0,0,0,0,0,0,0
4904156,4000,86,940,2,580,360,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904157,3700,86,2080,2,1210,870,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904158,16600,80,14300,4,2700,5500,3700,2400,0,0,0,0,0,0,0,3750,8050,1250,0,0,0,0,0,0,0
4904159,4100,83,950,2,580,370,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904160,5400,98,2820,2,1340,1480,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0
4904161,4000,95,810,2,510,300,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904162,4200,99,2090,2,1270,820,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904163,8600,82,5800,3,2050,2010,1740,0,0,0,0,0,0,0,0,5300,1400,0,0,0,0,0,0,0,0
4904164,4400,71,1100,2,650,450,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904165,7400,86,4900,2,1900,3000,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0
4904166,3700,91,1060,2,630,430,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904167,17100,77,19800,5,2700,4600,1600,4700,6200,0,0,0,0,0,0,4250,1250,7050,1350,0,0,0,0,0,0
4904168,4300,86,1470,2,920,550,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904169,4400,75,6800,2,3500,3300,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0
4904170,3700,75,2020,2,1180,840,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904171,4000,108,2220,2,1280,940,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904172,4300,99,1740,2,980,760,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904173,7100,80,2950,2,1490,1460,0,0,0,0,0,0,0,0,0,4850,0,0,0,0,0,0,0,0,0
4904174,7100,64,5600,2,2200,3400,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0
4904175,3900,87,1510,2,860,650,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0
4904176,4500,76,1140,2,700,440,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904177,4400,83,8700,2,3300,5400,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0
4904178,22200,83,5100,2,2700,2400,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4904179,7500,88,3690,2,1930,1760,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0
4904180,4000,87,770,2,460,310,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904181,4100,80,1290,2,680,610,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904182,9500,79,16800,3,4500,6500,5800,0,0,0,0,0,0,0,0,5300,1200,0,0,0,0,0,0,0,0
4904183,3700,87,2080,2,1210,870,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904184,9700,67,27200,3,3800,12300,11100,0,0,0,0,0,0,0,0,5100,1250,0,0,0,0,0,0,0,0
4904185,5000,72,1530,2,760,770,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0
